,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
53,54,10.08,Anthony Miller,WR,CHI,134.4,7.5,10.01,13.05,139,"
"
54,55,10.10,John Brown,WR,BUF,136.2,8.6,10.01,14.09,160,"
"
55,56,10.12,Mecole Hardman,WR,KC,137.7,13.5,4.10,14.04,78,"
"
56,57,11.06,Keke Coutee,WR,HOU,146.2,13.3,6.03,15.07,110,"
"
57,58,11.12,Deebo Samuel,WR,SF,151.8,11.2,11.03,15.04,102,"
"
58,59,11.13,N'Keal Harry,WR,NE,152.8,13.8,10.02,15.07,63,"
"
59,60,12.06,Cole Beasley,WR,BUF,159.6,14.8,10.01,15.12,94,"
"
60,61,12.07,Mohamed Sanu,WR,NE,160.7,13.9,10.04,16.03,94,"
"
61,62,12.07,Demaryius Thomas,WR,NYJ,161.4,15.9,9.09,16.01,101,"
"
62,63,12.08,Kenny Stills,WR,HOU,161.5,17.7,8.03,16.04,43,"
"
63,64,12.08,Tre'Quan Smith,WR,NO,161.6,16.2,7.03,15.12,78,"
"
64,65,12.09,Marquise Goodwin,WR,SF,163.0,13.8,10.08,15.12,64,"
"
65,66,12.13,Adam Humphries,WR,TEN,166.9,10.3,12.08,16.02,50,"
"
